TABLE_TITLE,OCTET_NO,CONTENU
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",27-30,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",31-34,Nombre de points horizontaux
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",35-38,Angle de base du domaine de production initial (voir la note 1)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",39-42,Subdivisions de l'angle de base utilisées pour indiquer les longitudes et latitudes extrêmes (voir la note 1)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",43-46,La1 - latitude du premier point de grille (voir la note 1)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",47-50,Lo1 - longitude du premier point de la grille (voir la note 1)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",51,Mode d'exploration (indicateurs – voir la table d'indicateurs 3.4)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",52-55,La2 - latitude du dernier point de la grille (voir la note 1)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",56-59,Lo2 - longitude du dernier point de la grille (voir la note 1)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",60,Type de ligne horizontale (voir la table de code 3.20)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",61-62,Nombre de points verticaux
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",63,Caractéristique physique de la coordonnée verticale (voir la table de code 3.15)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",64,Définition des coordonnées dans la dimension verticale (voir la table de code 3.21)
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",65-66,NC - Nombre de coefficients ou de valeurs utilisés pour préciser les coordonnées verticales
"Modèle de définition de la grille 3.1000 — Grille de coupe verticale, dont les points sur l'horizontale sont équidistants",67-(66+NCx4),"Coefficients définissant sous forme de fonctions les valeurs des coordonnées dans la dimension verticale, ou valeurs explicites des coordonnées (valeur en virgule flottante IEEE 32 bits)"
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",15,Forme de la Terre (voir la table de code 3.2)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",16,Facteur d'échelle du rayon de la Terre sphérique
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",17-20,Valeur ajustée du rayon de la Terre sphérique
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",21,Facteur d'échelle du grand axe de la Terre ellipsoïdale aplatie
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",22-25,Valeur ajustée du grand axe de la Terre ellipsoïdale aplatie
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",26,Facteur d'échelle du petit axe de la Terre ellipsoïdale aplatie
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",27-30,Valeur ajustée du petit axe de la Terre ellipsoïdale aplatie
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",31-34,Nombre de points horizontaux
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",35-38,Angle de base du domaine de production initial (voir la note 1)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",39-42,Subdivisions de l'angle de base utilisées pour indiquer les longitudes et latitudes extrêmes (voir la note 1)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",43-46,La1 - latitude du premier point de grille (voir la note 1)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",47-50,Lo1 - longitude du premier point de la grille (voir la note 1)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",51,Mode d'exploration (indicateurs – voir la table d'indicateurs 3.4)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",52-55,La2 - latitude du dernier point de la grille (voir la note 1)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",56-59,Lo2 - longitude du dernier point de la grille (voir la note 1)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",60,Type de ligne horizontale (voir la table de code 3.20)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",61-64,NT - Nombre de pas de temps
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",65,Unité de décalage par rapport à l'heure de référence (voir la table de code 4.4)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",66-69,Décalage de la première heure par rapport l'heure de référence (valeur négative lorsque le premier bit est mis à 1)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",70,Type d'incrément de temps (voir la table de code 4.11)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",71,Unité d'incrément de temps (voir la table de code 4.4)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",72-75,Incrément de temps (valeur négative lorsque le premier bit est mis à 1)
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",76-82,Dernière date/heure
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",76-77,Année
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",78,Mois
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",79,Jour
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",80,Heure
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",81,Minute
"Modèle de définition de la grille 3.1100 — Grille du diagramme de Hovmöller, dont les points sur l'horizontale sont équidistants",82,Seconde
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,15-18,NT - Nombre de pas de temps
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,19,Unité de décalage par rapport à l'heure de référence (voir la table de code 4.4)
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,20-23,Décalage de la première heure par rapport à l'heure de référence (valeur négative lorsque le premier bit est mis à 1)
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,24,Type d'incrément de temps (voir la table de code 4.11)
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,25,Unité d'incrément de temps (voir la table de code 4.4)
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,26-29,Incrément de temps (valeur négative lorsque le premier bit est mis à 1)
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,30-36,Dernière date/heure
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,30-31,Année
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,32,Mois
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,33,Jour
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,34,Heure
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,35,Minute
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,36,Seconde
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,37-38,Nombre de points verticaux
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,39,Caractéristique physique de la coordonnée verticale (voir la table de code 3.15)
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,40,Définition des coordonnées dans la dimension verticale (voir la table de code 3.21)
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,41-42,NC - Nombre de coefficients ou de valeurs utilisés pour préciser les coordonnées verticales
Modèle de définition de la grille 3.1200 — Grille de coupe dans le temps,43-(42+NCx4),"Coefficients définissant sous forme de fonctions les valeurs des coordonnées dans la dimension verticale, ou valeurs explicites des coordonnées (valeur en virgule flottante IEEE 32 bits)"
