TABLE_TITLE,OCTET_NO,CONTENU
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",24,Facteur d'échelle - première surface spécifiée
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",25-28,Valeur ajustée - première surface spécifiée
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",29,Type de la deuxième surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",30,Facteur d'échelle - deuxième surface spécifiée
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",31-34,Valeur ajustée - deuxième surface spécifiée
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",35,NC - nombre de catégories
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",36-,"Répéter les douze octets qui suivent pour chaque catégorie (i = 1, NC)"
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(36+12(i-1)),Chiffre du code
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(37+12(i-1)),Type d'intervalle pour la première et la deuxième limite (voir la table de code 4.91)
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(38+12(i-1)),Facteur d'échelle - première limite
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(39+12(i-1))-(42+12(i-1)),Valeur ajustée – première limite
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(43+12(i-1)),Facteur d'échelle - deuxième limite
"Modèle de définition du produit 4.51 — Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",(44+12(i-1))-(47+12(i-1)),Valeur ajustée – deuxième limite
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",11,Numéro du paramètre (voir la table de code 4.2 et les notes 2 et 3)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",12,Numéro de table de partition (PTN) (voir les notes 1 et 3)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",13,Nombre de partitions (NP) (voir la note 1)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",14-(14+2NP-1),Ensemble de partitions (énumérer tous les numéros de partition de cet ensemble) (voir la table de code 4.PTN et la note 1)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(14+2NP)-(15+2NP),Numéro de partition (PN) (voir la table de code 4.PTN et la note 3)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(16+2NP),Type du processus de production (voir la table de code 4.3)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(17+2NP),Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(18+2NP),Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(19+2NP)-(20+2NP),Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note1)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(21+2NP),Limite (minutes) de tombée des données d'observation après l'heure de référence
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(22+2NP),Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(23+2NP)-(26+2NP),Heure de la prévision exprimée dans l'unité précisée par l'octet précédent
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(27+2NP),Type de la première surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(28+2NP),Facteur d'échelle - première surface spécifiée
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(29+2NP)-(32+2NP),Valeur ajustée - première surface spécifiée
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(33+2NP),Type de la deuxième surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(34+2NP),Facteur d'échelle - deuxième surface spécifiée
"Modèle de définition du produit 4.53 — Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",(35+2NP)-(38+2NP),Valeur ajustée - deuxième surface spécifiée
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",11,Numéro du paramètre (voir la table de code 4.2 et les notes 2 et 3)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",12,Numéro de table de partition (PTN) (voir les notes 1 et 3)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",13,Nombre de partitions (NP) (voir la note 1)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",14-(14+2NP-1),Ensemble de partitions (énumérer tous les numéros de partition de cet ensemble) (voir la table de code 4.PTN et la note 1)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(14+2NP)-(15+2NP),Numéro de partition (PN) (voir la table de code 4.PTN et la note 3)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(16+2NP),Type du processus de production (voir la table de code 4.3)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(17+2NP),Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(18+2NP),Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(19+2NP)-(20+2NP),Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note 1)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(21+2NP),Limite (minutes) de tombée des données d'observation après l'heure de référence
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(22+2NP),Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(23+2NP)-(26+2NP),Heure de la prévision exprimée dans l'unité précisée par l'octet (22+2NP)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(27+2NP),Type de la première surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(28+2NP),Facteur d'échelle - première surface spécifiée
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(29+2NP)-(32+2NP),Valeur ajustée - première surface spécifiée
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(33+2NP),Type de la deuxième surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(34+2NP),Facteur d'échelle - deuxième surface spécifiée
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(35+2NP)-(38+2NP),Valeur ajustée - deuxième surface spécifiée
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(39+2NP),Type de la prévision d'ensemble (voir la table de code 4.6)
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(40+2NP),Numéro de la perturbation
"Modèle de définition du produit 4.54 — Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",(41+2NP),Nombre de prévisions dans l'ensemble
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",11,Numéro du paramètre (voir la table de code 4.2
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",12,Classification des dalles (voir la table de code 4.242)
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",13,Nombre total (NT) de paires de dalles ou de caractéristiques (voir les notes 1 et 2)
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",14,Nombre de dalles spatiales utilisées (NUT) (voir les notes 1 et 2)
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",15,"Indice de dalle (ITN = {1,..., NUT}) (voir la note 1)"
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",16,Nombre de caractéristiques de dalle utilisées (NAT) pour ITN (voir la note 1)
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",17,"Caractéristique de la dalle (voir la table de code 4.241) (A = {A(1),..., A(NAT(ITN))}) (voir la note 1)"
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",18,Type du processus de production (voir la table de code 4.3)
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",19,Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",20,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",21-22,Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note 3)
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",23,Limite (minutes) de tombée des données d'observation après l'heure de référence
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",24,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",25-28,Heure de la prévision exprimée dans l'unité précisée par l'octet 24
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",29,Type de la première surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",30,Facteur d'échelle - première surface spécifiée
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",31-34,Valeur ajustée - première surface spécifiée
"Modèle de définition du produit 4.55 Dynamique spatio-temporelle de mosaïques pour une surface ou une couche horizontale, à un moment donné",35,Type de la deuxième surface spécifiée (voir la table de code 4.5)
(Modèle de définition du produit 4.55 suite),36,Facteur d'échelle - deuxième surface spécifiée
(Modèle de définition du produit 4.55 suite),37-40,Valeur ajustée - deuxième surface spécifiée
"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",11,Numéro du paramètre (voir la table de code 4.2)
"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",12,Classification des dalles (voir la table de code 4.242)
"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",13,Nombre total (NT) de paires de dalles ou de caractéristiques (voir les notes 1 et 2)
"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",14,Nombre de dalles spatiales utilisées (NUT) (voir les notes 1 et 2)
"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",15,"Indice des dalles (ITN = {1,..., NUT}) (voir la note 1)"
"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",16,Nombre de caractéristiques de dalle utilisées (NAT) pour ITN (voir la note 1)
"Modèle de définition du produit 4.56 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",17,"Caractéristique de la dalle (voir la table de code 4.241) (A = {A(1),..., A(NAT(ITN))}) (voir la note 1)"
(Modèle de définition du produit 4.56 suite),18,Type du processus de production (voir la table de code 4.3)
(Modèle de définition du produit 4.56 suite),19,Indicateur du processus de production de base (défini par le centre d'origine)
(Modèle de définition du produit 4.56 suite),20,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
(Modèle de définition du produit 4.56 suite),21-22,Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note 3)
(Modèle de définition du produit 4.56 suite),23,Limite (minutes) de tombée des données d'observation après l'heure de référence
(Modèle de définition du produit 4.56 suite),24,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
(Modèle de définition du produit 4.56 suite),25-28,Heure de la prévision exprimée dans l'unité précisée par l'octet 24
(Modèle de définition du produit 4.56 suite),29,Type de la première surface spécifiée (voir la table de code 4.5)
(Modèle de définition du produit 4.56 suite),30,Facteur d'échelle - première surface spécifiée
(Modèle de définition du produit 4.56 suite),31-34,Valeur ajustée - première surface spécifiée
(Modèle de définition du produit 4.56 suite),35,Type de la deuxième surface spécifiée (voir la table de code 4.5)
(Modèle de définition du produit 4.56 suite),36,Facteur d'échelle - deuxième surface spécifiée
(Modèle de définition du produit 4.56 suite),37-40,Valeur ajustée - deuxième surface spécifiée
(Modèle de définition du produit 4.56 suite),41,Numéro de la perturbation
(Modèle de définition du produit 4.56 suite),42,Nombre de prévisions dans l'ensemble
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",11,Numéro du paramètre (voir la table de code 4.2)
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",12-13,Type de constituants chimiques de l'atmosphère (voir la table de code 4.230)
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",14-15,Nombre (N) de modes de la distribution (voir la note 1)
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",16-17,Numéro du mode (1)
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",18-19,Type de fonction de distribution (voir la table de code 4.240)
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",20,"Nombre de paramètres de fonction qui suivent (Np), définis par le type indiqué aux octets 18-19 (Type de fonction de distribution)"
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",21+5(n-1),"Répéter les 5 octets qui suivent pour le nombre de paramètres de fonction (n = 1, Np), si Np > 0"
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",(22+5(n-1))-(25+5(n-1)),"Liste des facteurs d'échelle du paramètre fixe de la distribution (p1-pNp), défini par le type de distribution aux octets 18-19"
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",21+5Np,"Liste des valeurs ajustées du paramètre fixe de la distribution (p1-pNp), défini par le type de distribution aux octets 18-19"
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",22+5Np,Type du processus de production (voir la table de code 4.3)
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",23+5Np,Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.57 – Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère, fondée sur une fonction de distribution",23+5Np,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
(Modèle de définition du produit 4.57 suite),(24+5Np)-(25+5Np),Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note 2)
(Modèle de définition du produit 4.57 suite),26+5Np,Limite (minutes) de tombée des données d'observation après l'heure de référence
(Modèle de définition du produit 4.57 suite),27+5Np,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
(Modèle de définition du produit 4.57 suite),(28+5Np)-(31+5Np),Heure de la prévision exprimée dans l'unité précisée par l'octet précédent
(Modèle de définition du produit 4.57 suite),32+5Np,Type de la première surface spécifiée (voir la table de code 4.5)
(Modèle de définition du produit 4.57 suite),33+5Np,Facteur d'échelle - première surface spécifiée
(Modèle de définition du produit 4.57 suite),(34+5Np)-(37+5Np),Valeur ajustée - première surface spécifiée
(Modèle de définition du produit 4.57 suite),38+5Np,Type de la deuxième surface spécifiée (voir la table de code 4.5)
(Modèle de définition du produit 4.57 suite),39+5Np,Facteur d'échelle - deuxième surface spécifiée
(Modèle de définition du produit 4.57 suite),(40+5Np)-(43+5Np),Valeur ajustée - deuxième surface spécifiée
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",11,Numéro du paramètre (voir la table de code 4.2)
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",12-13,Type de constituants chimiques de l'atmosphère (voir la table de code 4.230)
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",14-15,Nombre (N) de modes de la distribution (voir la note 1)
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",16-17,Numéro du mode (1)
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",18-19,Type de fonction de distribution (voir la table de code 4.240)
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",20,"Nombre de paramètres de fonction qui suivent (Np), définis par le type indiqué aux octets 18-19 (Type de fonction de distribution)"
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",21+5(n-1),"Répéter les 5 octets qui suivent pour le nombre de paramètres de fonction (n = 1, Np), si Np > 0"
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",(22+5(n-1))-(25+5(n-1)),"Liste des facteurs d'échelle du paramètre fixe de la distribution (p1-pNp), défini par le type de distribution aux octets 18-19"
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",21+5Np,"Liste des valeurs ajustées du paramètre fixe de la distribution (p1-pNp), défini par le type de distribution aux octets 18-19"
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",22+5Np,Type du processus de production (voir la table de code 4.3)
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",23+5Np,Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",(24+5Np)-(25+5Np),Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",26+5Np,Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note 2)
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",27+5Np,Limite (minutes) de tombée des données d'observation après l'heure de référence
"Modèle de définition du produit 4.58 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère et fondée sur une fonction de distribution",27+5Np,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
(Modèle de définition du produit 4.58 suite),(28+5Np)-(31+5Np),Heure de la prévision exprimée dans l'unité précisée par l'octet précédent
(Modèle de définition du produit 4.58 suite),32+5Np,Type de la première surface spécifiée (voir la table de code 4.5)
(Modèle de définition du produit 4.58 suite),33+5Np,Facteur d'échelle - première surface spécifiée
(Modèle de définition du produit 4.58 suite),(34+5Np)-(37+5Np),Valeur ajustée - première surface spécifiée
(Modèle de définition du produit 4.58 suite),38+5Np,Type de la deuxième surface spécifiée (voir la table de code 4.5)
(Modèle de définition du produit 4.58 suite),39+5Np,Facteur d'échelle - deuxième surface spécifiée
(Modèle de définition du produit 4.58 suite),(40+5Np)-(43+5Np),Valeur ajustée - deuxième surface spécifiée
(Modèle de définition du produit 4.58 suite),44+5Np,Type de prévision d'ensemble (voir la table de code 4.6)
(Modèle de définition du produit 4.58 suite),45+5Np,Numéro de la perturbation
(Modèle de définition du produit 4.58 suite),46+5Np,Nombre de prévisions dans l'ensemble
"Modèle de définition du produit 4.59 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.59 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",11,Numéro du paramètre (voir la table de code 4.2)
"Modèle de définition du produit 4.59 Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres de la dynamique spatio-temporelle des mosaïques",12,Classification des dalles (voir la table de code 4.242)
